COUNTRYNEW,MH7A,,,country,Ireland,Switzerland,UAE,Norway,US
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,1,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,1,,,,,,,,
Poland,2,,,,,,,,
Poland,1,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,1,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Poland,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,99,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,99,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,99,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,99,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,1,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,1,,,,,,,,
Hungary,1,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,99,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,2,,,,,,,,
Hungary,1,,,,,,,,
